SystemId,metervalue,meterDate,solarlog s.no,last transfer date,Device type,may -2021 data,jun- 2021 data,jun - may diff,july- jun diff,capacity,specific yield,Reporting status
71298,59189,2021-07-29T06:07:36,2034051096,02/07/2021 10:12,Meter,56131,57970,1839,1219,13.338,3.264036159,TRUE
71448,47182,2021-07-29T06:07:36,691883110,02/07/2021 10:12,Meter,45041,46331,1290,851,10.26,2.962266778,TRUE
71471,30508,2021-07-29T06:07:36,1228800643,02/07/2021 10:12,Meter,29136,29955,819,553,4.59,4.302832244,TRUE
71474,24160,2021-07-29T06:07:37,691930287,02/07/2021 10:12,Meter,23153,23758,605,402,4.05,3.544973545,TRUE
71565,66337,2021-07-29T06:07:37,960365712,02/07/2021 10:12,Meter,63408,65196,1788,1141,11.34,3.593474427,TRUE
71567,43184,2021-07-29T06:07:37,2034107659,02/07/2021 10:12,Meter,41238,42432,1194,752,7.02,3.825803826,TRUE
71568,39981,2021-07-29T06:07:37,423495109,02/07/2021 10:12,Meter,38183,39282,1099,699,6.75,3.698412698,TRUE
71576,42265,2021-07-29T06:07:38,1497237303,02/07/2021 10:12,Meter,40503,41501,998,764,8.37,3.25994197,TRUE
71577,24953,2021-07-29T06:07:38,155058943,02/07/2021 10:12,Meter,23782,24497,715,456,4.32,3.76984127,TRUE
71847,60181,2021-07-29T06:07:40,960323228,02/07/2021 10:12,Meter,57900,59280,1380,901,9.504,3.385792448,TRUE
64539,61463,2021-07-29T06:07:40,1497285962,02/07/2021 10:12,Meter,59009,60513,1504,950,9.418,3.602524042,TRUE
71848,47295,2021-07-29T06:07:40,1765611719,02/07/2021 10:12,Meter,45055,46386,1331,909,8.505,3.817082389,TRUE
70341,24104,2021-07-29T06:07:41,1765695699,02/07/2021 10:12,Meter,22964,23660,696,444,4.3605,3.636542336,TRUE
71163,94686,2021-07-29T06:07:41,1765658155,02/07/2021 10:12,Meter,90061,92899,2838,1787,18.392,3.470064624,TRUE
71655,23714,2021-07-29T06:07:41,1765660872,02/07/2021 10:12,Meter,22243,23092,849,622,4.7088,4.717610796,TRUE
71662,33273,2021-07-29T06:07:41,960353115,02/07/2021 10:12,Meter,31659,32652,993,621,6.804,3.259637188,TRUE
71653,29430,2021-07-29T06:07:42,2034057271,02/07/2021 10:12,Meter,28163,28930,767,500,5.3865,3.315166222,TRUE
71758,77901,2021-07-29T06:07:42,1228755936,02/07/2021 10:12,Meter,74386,76505,2119,1396,14.58,3.419557123,TRUE
71927,22015,2021-07-29T06:07:42,2034046897,02/07/2021 10:12,Meter,20772,21512,740,503,5.148,3.48956599,TRUE
71757,56726,2021-07-29T06:07:42,1497223965,02/07/2021 10:12,Meter,53904,55626,1722,1100,10.4895,3.74524184,TRUE
71786,29655,2021-07-29T06:07:43,1765676680,02/07/2021 10:12,Meter,28482,29192,710,463,5.94,2.783790284,TRUE
71905,49624,2021-07-29T06:07:43,1228755195,02/07/2021 10:12,Meter,47445,48726,1281,898,7.56,4.242252457,TRUE
40719,126647,2021-07-29T06:07:43,2033989346,02/07/2021 10:12,Meter,122517,125012,2495,1635,15.876,3.678058525,TRUE
67438,69405,2021-07-29T06:07:43,1228809041,02/07/2021 10:12,Meter,66315,68153,1838,1252,11.97,3.735529299,TRUE
70361,37441,2021-07-29T06:07:49,1765647781,02/07/2021 10:12,Meter,35485,36670,1185,771,7.938,3.468847857,TRUE
71989,68537,2021-07-29T06:07:49,1765669764,02/07/2021 10:12,Meter,65556,67354,1798,1183,11.88,3.556397306,TRUE
71990,39080,2021-07-29T06:07:49,691899659,02/07/2021 10:12,Meter,37385,38419,1034,661,7.938,2.973940899,TRUE
72130,31417,2021-07-29T06:07:50,691906575,02/07/2021 10:12,Meter,29814,30781,967,636,6.201,3.663003663,TRUE
71393,76965,2021-07-29T06:07:50,2034121985,02/07/2021 10:12,Meter,73895,75774,1879,1191,12.15,3.500881834,TRUE
56954,34069,2021-07-29T06:07:50,2034022444,02/07/2021 10:12,Meter,32960,33629,669,440,5.625,2.793650794,TRUE
67603,41221,2021-07-29T06:07:50,423433606,02/07/2021 10:12,Meter,39627,40565,938,656,7.29,3.213795806,TRUE
72385,26190,2021-07-29T06:07:51,423449167,02/07/2021 10:12,Meter,24662,25594,932,596,6.804,3.128411859,TRUE
72258,62551,2021-07-29T06:07:51,2034061717,02/07/2021 10:12,Meter,59814,61437,1623,1114,9.3555,4.252655046,TRUE
72364,51957,2021-07-29T06:07:51,1765619129,02/07/2021 10:12,Meter,49472,50991,1519,966,9.558,3.609541745,TRUE
72150,45512,2021-07-29T06:07:52,155035231,02/07/2021 10:12,Meter,43669,44792,1123,720,6.804,3.779289494,TRUE
72152,77106,2021-07-29T06:07:52,1765747075,02/07/2021 10:12,Meter,74149,75906,1757,1200,11.88,3.607503608,TRUE
72157,32943,2021-07-29T06:07:52,155016459,02/07/2021 10:12,Meter,31522,32379,857,564,5.67,3.552532124,TRUE
72037,123642,2021-07-29T06:07:52,423470903,02/07/2021 10:12,Meter,118706,121711,3005,1931,17.789,3.876793845,TRUE
72380,27092,2021-07-29T06:07:53,960228133,02/07/2021 10:12,Meter,26089,26646,557,446,8.1,1.9664903,TRUE
72381,44731,2021-07-29T06:07:53,155010037,02/07/2021 10:12,Meter,43479,44251,772,480,8.1,2.116402116,TRUE
72389,36936,2021-07-29T06:07:53,960351139,02/07/2021 10:12,Meter,35528,36389,861,547,8.5347,2.288974924,TRUE
72427,61413,2021-07-29T06:07:53,1228802372,02/07/2021 10:12,Meter,58762,60385,1623,1028,11.178,3.284512946,TRUE
72435,40861,2021-07-29T06:07:53,1497236562,02/07/2021 10:12,Meter,39322,40291,969,570,6.48,3.141534392,TRUE
72478,32640,2021-07-29T06:07:54,2034085923,02/07/2021 10:12,Meter,30825,31929,1104,711,7.9461,3.195637752,TRUE
72481,21928,2021-07-29T06:07:54,1228877213,02/07/2021 10:12,Meter,20886,21529,643,399,4.4145,3.227998641,TRUE
72502,59373,2021-07-29T06:07:54,423470409,02/07/2021 10:12,Meter,56433,58222,1789,1151,11.4777,3.581479117,TRUE
72503,32302,2021-07-29T06:07:54,1497221248,02/07/2021 10:12,Meter,30799,31709,910,593,7.3575,2.878501044,TRUE
72527,163189,2021-07-29T06:07:55,2034094074,02/07/2021 10:12,Meter,155959,160383,4424,2806,27.405,3.656788386,TRUE
72441,43118,2021-07-29T06:07:55,960441788,02/07/2021 10:12,Meter,40778,42185,1407,933,9.315,3.577179664,TRUE
72407,107148,2021-07-29T06:07:55,691930040,02/07/2021 10:12,Meter,102446,105376,2930,1772,20.52,3.084099137,TRUE
72406,50221,2021-07-29T06:07:55,155059931,02/07/2021 10:12,Meter,47946,49326,1380,895,8.64,3.699570106,TRUE
72397,41649,2021-07-29T06:07:56,423494862,02/07/2021 10:12,Meter,39746,40867,1121,782,6.75,4.137566138,TRUE
72576,33106,2021-07-29T06:07:56,960365959,02/07/2021 10:12,Meter,31507,32484,977,622,5.67,3.917863442,TRUE
72464,56305,2021-07-29T06:07:56,1228801384,02/07/2021 10:12,Meter,53594,55269,1675,1036,10.8,3.425925926,TRUE
65765,30831,2021-07-29T06:07:56,960326933,02/07/2021 10:12,Meter,29661,30367,706,464,4.374,3.788621073,TRUE
67623,51095,2021-07-29T06:07:57,423433112,02/07/2021 10:12,Meter,47546,50184,2638,911,8.748,3.719217454,TRUE
65742,33292,2021-07-29T06:07:57,1228667263,02/07/2021 10:12,Meter,32077,32817,740,475,5.85,2.8998779,TRUE
53785,32650,2021-07-29T06:07:57,2033969339,02/07/2021 10:12,Meter,31749,32293,544,357,5.886,2.166156983,TRUE
72556,52462,2021-07-29T06:07:58,1228779648,02/07/2021 10:12,Meter,49997,51492,1495,970,10.0062,3.462139188,TRUE
72593,66005,2021-07-29T06:07:58,154952733,02/07/2021 10:12,Meter,61407,64713,3306,1292,11.4777,4.020218087,TRUE
72624,53418,2021-07-29T06:07:58,1765615671,02/07/2021 10:12,Meter,51018,52474,1456,944,10.206,3.303378965,TRUE
72651,39040,2021-07-29T06:07:58,1497260274,02/07/2021 10:12,Meter,37257,38341,1084,699,6.48,3.852513228,TRUE
72668,39559,2021-07-29T06:07:59,1228781871,02/07/2021 10:12,Meter,37968,38909,941,650,5.76,4.030257937,TRUE
72681,92232,2021-07-29T06:07:59,1228785823,02/07/2021 10:12,Meter,88452,90741,2289,1491,13.5675,3.924820343,TRUE
72699,46313,2021-07-29T06:07:59,691944860,02/07/2021 10:12,Meter,43919,45385,1466,928,10.8675,3.049722304,TRUE
29177,23118,2021-07-29T06:07:59,2033968104,02/07/2021 10:12,Meter,21999,22669,670,449,4.05,3.959435626,TRUE
57325,102441,2021-07-29T06:08:00,423490169,02/07/2021 10:12,Meter,98502,100895,2393,1546,15.3036,3.60792792,TRUE
72401,60577,2021-07-29T06:08:00,1228773967,02/07/2021 10:12,Meter,58193,59677,1484,900,7.02,4.578754579,TRUE
51968,21610,2021-07-29T06:08:06,1497252864,02/07/2021 10:13,Meter,20847,21315,468,295,3.848,2.737971488,TRUE
67614,49760,2021-07-29T06:08:06,423473620,02/07/2021 10:13,Meter,47487,48886,1399,874,9.792,3.187733427,TRUE
72428,35870,2021-07-29T06:08:06,423510670,02/07/2021 10:13,Meter,33956,35089,1133,781,6.4746,4.308043299,TRUE
72614,66470,2021-07-29T06:08:06,1497217296,02/07/2021 10:13,Meter,63682,65335,1653,1135,11.178,3.626383457,TRUE
70928,66779,2021-07-29T06:08:07,1228779154,02/07/2021 10:13,Meter,64001,65661,1660,1118,10.8675,3.674126655,TRUE
54711,28572,2021-07-29T06:08:07,1765654697,02/07/2021 10:13,Meter,27485,28138,653,434,4.32,3.587962963,TRUE
62601,22054,2021-07-29T06:08:07,1765672481,02/07/2021 10:13,Meter,21122,21690,568,364,3.51,3.703703704,TRUE
61122,39703,2021-07-29T06:08:07,155059437,02/07/2021 10:13,Meter,37599,38915,1316,788,8.64,3.257275132,TRUE
54087,33061,2021-07-29T06:08:08,1228805336,02/07/2021 10:13,Meter,31698,32532,834,529,5.13,3.682818157,TRUE
64582,32629,2021-07-29T06:08:08,960304209,02/07/2021 10:13,Meter,31225,32074,849,555,5.4,3.670634921,TRUE
62778,45908,2021-07-29T06:08:08,155038689,02/07/2021 10:13,Meter,43774,45075,1301,833,9.36,3.178418803,TRUE
55787,55632,2021-07-29T06:08:08,1765622587,02/07/2021 10:13,Meter,53658,54868,1210,764,8.168,3.340562474,TRUE
67856,55625,2021-07-29T06:08:09,2034174349,02/07/2021 10:13,Meter,53502,54805,1303,820,9.72,3.012933568,TRUE
71884,43683,2021-07-29T06:08:09,2034062211,02/07/2021 10:13,Meter,41658,42875,1217,808,9.45,3.053665911,TRUE
53954,68063,2021-07-29T06:08:09,691823336,02/07/2021 10:13,Meter,65626,67042,1416,1021,9.072,4.019431847,TRUE
4489,29375,2021-07-29T06:08:09,960320264,02/07/2021 10:13,Meter,28291,28942,651,433,4.752,3.254268879,TRUE
4389,24584,2021-07-29T06:08:10,691886074,02/07/2021 10:13,Meter,23521,24164,643,420,4.32,3.472222222,TRUE
4455,21651,2021-07-29T06:08:10,155013248,02/07/2021 10:13,Meter,20691,21277,586,374,3.888,3.43547913,TRUE
64599,44305,2021-07-29T06:08:10,960383249,02/07/2021 10:13,Meter,42160,43499,1339,806,9.045,3.182500197,TRUE
51970,42160,2021-07-29T06:08:10,691917443,02/07/2021 10:13,Meter,40053,41342,1289,818,10.584,2.760231077,TRUE
45788,71884,2021-07-29T06:08:11,2034123467,02/07/2021 10:13,Meter,69035,70736,1701,1148,10.206,4.017244758,TRUE
29079,73056,2021-07-29T06:08:11,423378772,02/07/2021 10:13,Meter,70451,71992,1541,1064,11.543,3.292038465,TRUE
67977,15861,2021-07-29T06:08:11,2034249931,02/07/2021 10:13,Meter,15094,15556,462,305,5.5575,1.960028276,TRUE
71728,28695,2021-07-29T06:08:17,960227886,02/07/2021 10:13,Meter,27120,28068,948,627,6.21,3.605935128,TRUE
71660,47063,2021-07-29T06:08:17,423450649,02/07/2021 10:13,Meter,44775,46144,1369,919,9.936,3.303283874,TRUE
73901,112682,2021-07-29T06:08:18,1497216802,02/07/2021 10:13,Meter,107813,110777,2964,1905,13.824,4.92156498,TRUE
73954,54749,2021-07-29T06:08:18,1765616165,02/07/2021 10:13,Meter,51897,53633,1736,1116,10.08,3.954081633,TRUE
73819,26795,2021-07-29T06:08:18,423516351,02/07/2021 10:13,Meter,25670,26328,658,467,3.9195,4.255280375,TRUE
72424,49404,2021-07-29T06:08:18,1765732749,02/07/2021 10:13,Meter,46929,48456,1527,948,9.936,3.407522429,TRUE
74104,52223,2021-07-29T06:08:18,691903364,02/07/2021 10:13,Meter,49698,51235,1537,988,10.08,3.500566893,TRUE
67801,59306,2021-07-29T06:08:19,1765647040,02/07/2021 10:13,Meter,56596,58246,1650,1060,12.0555,3.140238303,TRUE
74000,33194,2021-07-29T06:08:19,1497180987,02/07/2021 10:13,Meter,31893,32674,781,520,5.76,3.224206349,TRUE
73482,47257,2021-07-29T06:08:19,1497227423,02/07/2021 10:13,Meter,44838,46305,1467,952,9.315,3.650026838,TRUE
72903,56590,2021-07-29T06:08:20,960380038,02/07/2021 10:13,Meter,53682,55480,1798,1110,11.178,3.54650717,TRUE
73832,22086,2021-07-29T06:08:20,691874465,02/07/2021 10:13,Meter,21144,21718,574,368,4.608,2.85218254,TRUE
73737,48687,2021-07-29T06:08:20,691954246,02/07/2021 10:13,Meter,46271,47740,1469,947,9.072,3.728111615,TRUE
73603,46780,2021-07-29T06:08:20,960387201,02/07/2021 10:13,Meter,44750,46004,1254,776,6.264,4.424375114,TRUE
74742,36380,2021-07-29T06:08:21,960327427,02/07/2021 10:13,Meter,34863,35795,932,585,5.4,3.869047619,TRUE
74860,41968,2021-07-29T06:08:21,155046346,02/07/2021 10:13,Meter,40129,41222,1093,746,7.236,3.681986891,TRUE
73822,38435,2021-07-29T06:08:21,1497225694,02/07/2021 10:13,Meter,36238,37536,1298,899,8.073,3.977101803,TRUE
69278,37961,2021-07-29T06:08:22,155011519,02/07/2021 10:13,Meter,36419,37317,898,644,5.544,4.148629149,TRUE
72367,34553,2021-07-29T06:08:22,1497198277,02/07/2021 10:13,Meter,33058,33954,896,599,5.247,4.077159738,TRUE
82373,35353,2021-07-29T06:08:22,692066384,02/07/2021 10:13,Meter,33295,34492,1197,861,9.072,3.389550265,TRUE
74655,142007,2021-07-29T06:08:23,1228786811,02/07/2021 10:13,Meter,136118,139624,3506,2383,22.3668,3.805065671,TRUE
74872,27983,2021-07-29T06:08:23,1765630491,02/07/2021 10:13,Meter,26733,27473,740,510,4.824,3.775764037,TRUE
74466,70711,2021-07-29T06:08:23,960343729,02/07/2021 10:13,Meter,67818,69511,1693,1200,10.944,3.9160401,TRUE
74633,73933,2021-07-29T06:08:24,423510176,02/07/2021 10:13,Meter,70993,72709,1716,1224,11.52,3.794642857,TRUE
73502,73851,2021-07-29T06:08:24,1497251629,02/07/2021 10:13,Meter,70182,72420,2238,1431,20.736,2.464657738,TRUE
70275,59992,2021-07-29T06:08:24,423413105,02/07/2021 10:13,Meter,57583,59028,1445,964,9.414,3.657167137,TRUE
74772,53756,2021-07-29T06:08:24,1497222730,02/07/2021 10:13,Meter,52208,53129,921,627,9.45,2.369614512,TRUE
72365,58368,2021-07-29T06:08:25,960283955,02/07/2021 10:13,Meter,55870,57389,1519,979,10.595,3.300074159,TRUE
74250,36639,2021-07-29T06:08:25,960370652,02/07/2021 10:13,Meter,35164,36060,896,579,6.624,3.12176501,TRUE
72997,34651,2021-07-29T06:08:25,1497140726,02/07/2021 10:13,Meter,32841,33935,1094,716,7.236,3.533917713,TRUE
73107,35524,2021-07-29T06:08:26,155014977,02/07/2021 10:13,Meter,33734,34854,1120,670,8.3835,2.85424601,TRUE
72991,32822,2021-07-29T06:08:26,1228756430,02/07/2021 10:13,Meter,30918,32100,1182,722,7.452,3.460240779,TRUE
72989,29807,2021-07-29T06:08:26,691934733,02/07/2021 10:13,Meter,28387,29251,864,556,5.2785,3.76189123,TRUE
73914,36472,2021-07-29T06:08:27,155013989,02/07/2021 10:13,Meter,34470,35694,1224,778,8.694,3.195964376,TRUE
73000,37572,2021-07-29T06:08:27,1765633702,02/07/2021 10:13,Meter,35953,36932,979,640,6.03,3.790570955,TRUE
72988,31003,2021-07-29T06:08:27,960326686,02/07/2021 10:13,Meter,29516,30423,907,580,5.729,3.615689599,TRUE
69274,58001,2021-07-29T06:08:28,423469915,02/07/2021 10:13,Meter,55586,57056,1470,945,8.694,3.881987578,TRUE
72993,41978,2021-07-29T06:08:28,2034054554,02/07/2021 10:13,Meter,40276,41315,1039,663,7.7625,3.050379572,TRUE
69288,43999,2021-07-29T06:08:28,1497215320,02/07/2021 10:13,Meter,41792,43136,1344,863,8.141,3.785951182,TRUE
74386,41936,2021-07-29T06:08:28,691892002,02/07/2021 10:14,Meter,39974,41162,1188,774,7.839,3.526324422,TRUE
72986,33458,2021-07-29T06:08:28,2034064681,02/07/2021 10:14,Meter,32060,32902,842,556,5.589,3.552897273,TRUE
72094,30870,2021-07-29T06:08:29,1228779401,02/07/2021 10:14,Meter,29385,30288,903,582,6.21,3.347135956,TRUE
73731,43672,2021-07-29T06:08:29,960387448,02/07/2021 10:14,Meter,41502,42837,1335,835,10.0062,2.980295074,TRUE
72802,82091,2021-07-29T06:08:29,423502025,02/07/2021 10:14,Meter,78799,80851,2052,1240,10.44,4.241926656,TRUE
72402,39232,2021-07-29T06:08:29,960327180,02/07/2021 10:14,Meter,37330,38502,1172,730,6.48,4.023368607,TRUE
72995,54368,2021-07-29T06:08:30,2034076784,02/07/2021 10:14,Meter,51975,53424,1449,944,8.694,3.877879654,TRUE
74119,60144,2021-07-29T06:08:30,691945354,02/07/2021 10:14,Meter,57302,59033,1731,1111,10.5948,3.745098674,TRUE
72695,51444,2021-07-29T06:08:30,155003862,02/07/2021 10:14,Meter,49129,50541,1412,903,9.4176,3.424439348,TRUE
71716,33844,2021-07-29T06:08:30,960313101,02/07/2021 10:14,Meter,32600,33354,754,490,5.76,3.038194444,TRUE
72987,63274,2021-07-29T06:08:31,2034128901,02/07/2021 10:14,Meter,60229,62090,1861,1184,12.1095,3.491945521,TRUE
74512,94957,2021-07-29T06:08:31,423509929,02/07/2021 10:14,Meter,91599,93843,2244,1114,15.552,2.558237801,TRUE
73540,48092,2021-07-29T06:08:31,2034053813,02/07/2021 10:14,Meter,46262,47337,1075,755,7.3125,3.687423687,TRUE
73971,61452,2021-07-29T06:08:32,691873971,02/07/2021 10:14,Meter,58691,60381,1690,1071,11.34,3.373015873,TRUE
73305,63578,2021-07-29T06:08:32,1228797185,02/07/2021 10:14,Meter,60825,62491,1666,1087,10.773,3.603585684,TRUE
73372,31382,2021-07-29T06:08:32,1497193090,02/07/2021 10:14,Meter,29949,30839,890,543,5.954,3.257114065,TRUE
73374,44043,2021-07-29T06:08:32,960322981,02/07/2021 10:14,Meter,42278,43340,1062,703,6.804,3.690056269,TRUE
73376,63709,2021-07-29T06:08:33,155046593,02/07/2021 10:14,Meter,60690,62513,1823,1196,13.3245,3.205695202,TRUE
72352,87084,2021-07-29T06:08:33,2034180030,02/07/2021 10:14,Meter,82392,85182,2790,1902,16.7751,4.04936909,TRUE
72372,135883,2021-07-29T06:08:33,691910527,02/07/2021 10:14,Meter,130933,134233,3300,1650,25.604,2.301537706,TRUE
64641,82341,2021-07-29T06:08:33,2034086170,02/07/2021 10:14,Meter,78967,81001,2034,1340,13.23,3.617319944,TRUE
72984,53795,2021-07-29T06:08:34,960335331,02/07/2021 10:14,Meter,51477,52880,1403,915,8.694,3.758749877,TRUE
72985,46826,2021-07-29T06:08:34,1228755442,02/07/2021 10:14,Meter,44746,45999,1253,827,7.7625,3.804922935,TRUE
72854,38128,2021-07-29T06:08:34,2034052084,02/07/2021 10:14,Meter,35992,37302,1310,826,9.4176,3.132432892,TRUE
73432,75061,2021-07-29T06:08:36,691947083,02/07/2021 10:14,Meter,71551,73641,2090,1420,13.392,3.786909029,TRUE
73887,40895,2021-07-29T06:08:37,155082161,02/07/2021 10:14,Meter,39214,40235,1021,660,7.128,3.306878307,TRUE
86016,38426,2021-07-29T06:08:37,1228819662,02/07/2021 10:14,Meter,36158,37544,1386,882,9.3465,3.370245546,TRUE
73328,41404,2021-07-29T06:08:37,423443980,02/07/2021 10:14,Meter,39768,40807,1039,597,6.21,3.433402346,TRUE
74383,25331,2021-07-29T06:08:39,691887803,02/07/2021 10:14,Meter,24043,24830,787,501,4.968,3.601621808,TRUE
74946,57789,2021-07-29T06:08:39,423441510,02/07/2021 10:14,Meter,55202,56855,1653,934,11.52,2.895585317,TRUE
72741,62012,2021-07-29T06:08:39,1497185680,02/07/2021 10:14,Meter,59097,60871,1774,1141,14.283,2.853042078,TRUE
72747,61224,2021-07-29T06:08:39,960320511,02/07/2021 10:14,Meter,58767,60260,1493,964,9.3465,3.683579033,TRUE
74610,61643,2021-07-29T06:08:40,1765617400,02/07/2021 10:14,Meter,59072,60605,1533,1038,10.5948,3.499021083,TRUE
75180,30561,2021-07-29T06:08:40,155133784,02/07/2021 10:14,Meter,29666,30211,545,350,7.2,1.736111111,TRUE
75176,33943,2021-07-29T06:08:40,2034102966,02/07/2021 10:14,Meter,32003,33177,1174,766,8.2215,3.327512359,TRUE
75166,24423,2021-07-29T06:08:40,155044864,02/07/2021 10:14,Meter,23425,24038,613,385,4.5225,3.040353787,TRUE
75161,43933,2021-07-29T06:08:41,155120199,02/07/2021 10:14,Meter,40774,43045,2271,888,8.2215,3.85748169,TRUE
72114,57062,2021-07-29T06:08:41,691913985,02/07/2021 10:14,Meter,54789,56164,1375,898,8.505,3.770891072,TRUE
74858,37423,2021-07-29T06:08:41,691891755,02/07/2021 10:14,Meter,35725,36763,1038,660,5.4,4.365079365,TRUE
74568,76097,2021-07-29T06:08:41,2033989593,02/07/2021 10:14,Meter,72869,74796,1927,1301,11.925,3.896376161,TRUE
73743,49897,2021-07-29T06:08:42,691885086,02/07/2021 10:14,Meter,47146,48764,1618,1133,10.017,4.039561317,TRUE
70575,34238,2021-07-29T06:08:42,423434347,02/07/2021 10:14,Meter,32753,33659,906,579,7.0875,2.917611489,TRUE
73323,19716,2021-07-29T06:08:42,960304456,02/07/2021 10:14,Meter,18702,19328,626,388,5.13,2.701197438,TRUE
55771,48529,2021-07-29T06:08:42,1228905371,02/07/2021 10:14,Meter,46349,47709,1360,820,8.208,3.567947647,TRUE
75907,92629,2021-07-29T06:08:43,691840873,02/07/2021 10:14,Meter,88753,91065,2312,1564,17.01,3.283782649,TRUE
69803,37653,2021-07-29T06:08:43,423470162,02/07/2021 10:14,Meter,36522,37111,589,542,7.155,2.705400819,TRUE
69789,29137,2021-07-29T06:08:43,1765651486,02/07/2021 10:14,Meter,27915,28652,737,485,4.2525,4.073234232,TRUE
72729,55020,2021-07-29T06:08:43,155129338,02/07/2021 10:14,Meter,52782,54135,1353,885,9.045,3.494432599,TRUE
46276,30566,2021-07-29T06:08:44,2034063199,02/07/2021 10:14,Meter,29468,30138,670,428,4.536,3.369866465,TRUE
75237,61342,2021-07-29T06:08:44,1765734231,02/07/2021 10:14,Meter,53685,60224,6539,1118,11.457,3.485080861,TRUE
72804,41281,2021-07-29T06:08:44,1228756924,02/07/2021 10:14,Meter,38994,40391,1397,890,10.971,2.89724859,TRUE
37045,59828,2021-07-29T06:08:44,2033987123,02/07/2021 10:14,Meter,57993,59032,1039,796,7.056,4.028992549,TRUE
72606,40456,2021-07-29T06:08:45,1497192843,02/07/2021 10:14,Meter,38806,39801,995,655,6.336,3.692054473,TRUE
75210,30449,2021-07-29T06:08:45,2034085676,02/07/2021 10:14,Meter,29003,29901,898,548,8.748,2.237246064,TRUE
75220,46993,2021-07-29T06:08:45,423475596,02/07/2021 10:14,Meter,45125,46250,1125,743,8.064,3.290639172,TRUE
75348,109409,2021-07-29T06:08:45,1765678409,02/07/2021 10:14,Meter,104666,107472,2806,1937,17.28,4.00338955,TRUE
75421,29564,2021-07-29T06:08:46,155020905,02/07/2021 10:14,Meter,28207,29034,827,530,6.21,3.048079135,TRUE
75426,22557,2021-07-29T06:08:46,1765649757,02/07/2021 10:14,Meter,21514,22158,644,399,4.221,3.375977257,TRUE
75434,41103,2021-07-29T06:08:46,2034091604,02/07/2021 10:14,Meter,39143,40338,1195,765,8.3835,3.258952534,TRUE
75502,59973,2021-07-29T06:08:46,155037701,02/07/2021 10:14,Meter,57282,58880,1598,1093,10.8675,3.591968188,TRUE
55234,61287,2021-07-29T06:08:47,1497237056,02/07/2021 10:14,Meter,58960,60306,1346,981,7.56,4.634353741,TRUE
78355,42598,2021-07-29T06:08:47,1497235080,02/07/2021 10:14,Meter,40022,41610,1588,988,10.044,3.513113728,TRUE
75269,26389,2021-07-29T06:08:47,1228756677,02/07/2021 10:14,Meter,25036,25862,826,527,5.13,3.668894458,TRUE
47171,88855,2021-07-29T06:08:47,423609717,02/07/2021 10:14,Meter,85605,87471,1866,1384,11.0295,4.481487958,TRUE
66401,25037,2021-07-29T06:08:48,2034124208,02/07/2021 10:14,Meter,23809,24538,729,499,7.371,2.417776227,TRUE
75604,55739,2021-07-29T06:08:48,1765667047,02/07/2021 10:14,Meter,53210,54713,1503,1026,6.156,5.952380952,TRUE
75605,53185,2021-07-29T06:08:48,1765617153,02/07/2021 10:14,Meter,50822,52239,1417,946,6.48,5.213844797,TRUE
75366,30917,2021-07-29T06:08:49,1497242737,02/07/2021 10:14,Meter,29627,30409,782,508,5.13,3.536619326,TRUE
75585,32883,2021-07-29T06:08:49,423495356,02/07/2021 10:14,Meter,31132,32200,1068,683,5.7645,4.231565121,TRUE
74237,18605,2021-07-29T06:08:49,423480783,02/07/2021 10:14,Meter,17776,18283,507,322,3.24,3.549382716,TRUE
74415,87424,2021-07-29T06:08:49,423517833,02/07/2021 10:14,Meter,83594,85852,2258,1572,13.869,4.048082569,TRUE
74680,90973,2021-07-29T06:08:50,1765631973,02/07/2021 10:14,Meter,86899,89401,2502,1572,12.69,4.42418102,TRUE
74932,39379,2021-07-29T06:08:50,423448920,02/07/2021 10:14,Meter,37637,38698,1061,681,6.48,3.753306878,TRUE
75668,29037,2021-07-29T06:08:51,2034183488,02/07/2021 10:14,Meter,27840,28560,720,477,5.184,3.286210317,TRUE
76575,32950,2021-07-29T06:08:53,2034083206,02/07/2021 10:14,Meter,31642,32420,778,530,5.0031,3.783368597,TRUE
72253,53815,2021-07-29T06:08:55,423542780,02/07/2021 10:14,Meter,51272,52805,1533,1010,8.829,4.08556219,TRUE
76027,55179,2021-07-29T06:08:55,1765596405,02/07/2021 10:14,Meter,52396,54069,1673,1110,12.0555,3.288362751,TRUE
23879,42134,2021-07-29T06:08:55,154946064,02/07/2021 10:14,Meter,40776,41559,783,575,5.796,3.5430839,TRUE
85495,38713,2021-07-29T06:08:55,2034303283,02/07/2021 10:15,Meter,34710,37152,2442,1561,14.472,3.852266446,TRUE
76524,38880,2021-07-29T06:08:56,960321993,02/07/2021 10:15,Meter,36991,38153,1162,727,5.4,4.808201058,TRUE
75894,37989,2021-07-29T06:08:57,423455836,02/07/2021 10:15,Meter,35637,37071,1434,918,9.72,3.373015873,TRUE
76627,23371,2021-07-29T06:08:57,1765638148,02/07/2021 10:15,Meter,22298,22951,653,420,5.67,2.645502646,TRUE
76578,86950,2021-07-29T06:08:58,1765612707,02/07/2021 10:15,Meter,82676,85286,2610,1664,15.552,3.821281599,TRUE
69174,77103,2021-07-29T06:08:59,1228786564,02/07/2021 10:15,Meter,73443,75595,2152,1508,14.31,3.763601877,TRUE
74544,44227,2021-07-29T06:08:59,1497197536,02/07/2021 10:15,Meter,41990,43327,1337,900,9.072,3.5430839,TRUE
