SystemId,metervalue,meterDate,solarlog s.no,last transfer date,Device type,may -2021 data,jun- 2021 data,jun - may diff,july- jun diff,capacity,specific yield,Reporting status
55415,23738,2021-07-29T06:05:02,423354072,01/07/2021 10:15,Meter,22773,23372,599,366,4.032,3.241921769,TRUE
49879,74199,2021-07-29T06:05:03,960230850,01/07/2021 10:15,Meter,71675,73013,1338,1186,9.045,4.682934534,TRUE
48204,149472,2021-07-29T06:05:03,691870266,01/07/2021 10:15,Meter,144103,147357,3254,2115,22.95,3.291316527,TRUE
29112,61620,2021-07-29T06:05:03,960542070,01/07/2021 10:15,Meter,60243,61188,945,432,7.9461,1.941653318,TRUE
55884,51085,2021-07-29T06:05:03,423411623,01/07/2021 10:15,Meter,49097,50296,1199,789,7.56,3.727324263,TRUE
55885,35618,2021-07-29T06:05:04,960230356,01/07/2021 10:15,Meter,34231,35075,844,543,5.481,3.538196888,TRUE
55890,51079,2021-07-29T06:05:04,691795178,01/07/2021 10:16,Meter,49325,50407,1082,672,8.091,2.966258806,TRUE
55893,45294,2021-07-29T06:05:04,2034052825,01/07/2021 10:16,Meter,43489,44588,1099,706,7.1775,3.512962134,TRUE
55894,44277,2021-07-29T06:05:04,2034053072,01/07/2021 10:16,Meter,42399,43545,1146,732,7.1775,3.642334677,TRUE
85583,40765,2021-07-29T06:05:05,2034322549,01/07/2021 10:16,Meter,38359,39721,1362,1044,9.3465,3.989270239,TRUE
56091,42208,2021-07-29T06:05:05,154977433,01/07/2021 10:16,Meter,40903,41661,758,547,10.296,1.897408147,TRUE
86956,43290,2021-07-29T06:05:05,1765713730,01/07/2021 10:16,Meter,40439,42156,1717,1134,10.854,3.731343284,TRUE
56261,82097,2021-07-29T06:05:05,1765586525,01/07/2021 10:16,Meter,78972,80887,1915,1210,12.6,3.429705215,TRUE
56263,69149,2021-07-29T06:05:06,1497151100,01/07/2021 10:16,Meter,66760,68176,1416,973,9.9,3.51010101,TRUE
56292,45255,2021-07-29T06:05:06,1497251382,01/07/2021 10:16,Meter,43443,44505,1062,750,7.946,3.370968322,TRUE
56293,65218,2021-07-29T06:05:06,1497154311,01/07/2021 10:16,Meter,62997,64318,1321,900,8.2404,3.900642826,TRUE
55359,56320,2021-07-29T06:05:06,960228627,01/07/2021 10:16,Meter,54142,55419,1277,901,7.0632,4.555806352,TRUE
56804,50199,2021-07-29T06:05:07,2034024914,01/07/2021 10:16,Meter,48303,49458,1155,741,7.425,3.564213564,TRUE
56137,223573,2021-07-29T06:05:07,960315818,01/07/2021 10:16,Meter,215499,220162,4663,3411,27.216,4.476095994,TRUE
27550,65013,2021-07-29T06:05:07,154943841,01/07/2021 10:16,Meter,62981,64217,1236,796,8.663,3.281608153,TRUE
63314,272023,2021-07-29T06:05:08,960237519,01/07/2021 10:16,Meter,264590,268566,3976,3457,47.088,2.621990437,TRUE
80851,34990,2021-07-29T06:05:08,691932016,01/07/2021 10:16,Meter,33341,34326,985,664,7.2,3.293650794,TRUE
54161,29363,2021-07-29T06:05:08,154918400,01/07/2021 10:16,Meter,28209,28851,642,512,4.536,4.031242126,TRUE
56855,40782,2021-07-29T06:05:08,1228664299,01/07/2021 10:16,Meter,39197,40131,934,651,5.67,4.100529101,TRUE
56856,35298,2021-07-29T06:05:09,960366206,01/07/2021 10:16,Meter,33934,34771,837,527,4.59,4.100529101,TRUE
56858,51258,2021-07-29T06:05:09,691846060,01/07/2021 10:16,Meter,49222,50476,1254,782,7.02,3.978428978,TRUE
57117,53050,2021-07-29T06:05:09,1228694927,01/07/2021 10:16,Meter,51011,52257,1246,793,7.452,3.800513764,TRUE
57118,64312,2021-07-29T06:05:09,691822842,01/07/2021 10:16,Meter,62045,63433,1388,879,8.2404,3.809627827,TRUE
27355,67590,2021-07-29T06:05:10,2034000214,01/07/2021 10:16,Meter,65773,67032,1259,558,9.45,2.108843537,TRUE
25018,52815,2021-07-29T06:05:10,1497120472,01/07/2021 10:16,Meter,51095,52134,1039,681,6.9345,3.50730818,TRUE
81393,45017,2021-07-29T06:05:10,423689745,01/07/2021 10:16,Meter,42580,44180,1600,837,9.6255,3.105590062,TRUE
57335,33325,2021-07-29T06:05:11,154971752,01/07/2021 10:16,Meter,31946,32783,837,542,5.4,3.584656085,TRUE
57125,66434,2021-07-29T06:05:11,1228706783,01/07/2021 10:16,Meter,63835,65466,1631,968,11.0565,3.126796778,TRUE
57154,52787,2021-07-29T06:05:11,2034058506,01/07/2021 10:16,Meter,50551,51903,1352,884,10.08,3.132086168,TRUE
55748,25860,2021-07-29T06:05:11,1228793480,01/07/2021 10:16,Meter,24813,25440,627,420,3.969,3.779289494,TRUE
57163,53476,2021-07-29T06:05:12,154925069,01/07/2021 10:16,Meter,51022,52509,1487,967,10.962,3.150493914,TRUE
57160,40221,2021-07-29T06:05:12,2034090369,01/07/2021 10:16,Meter,38958,39742,784,479,9,1.900793651,TRUE
57167,58167,2021-07-29T06:05:12,154999663,01/07/2021 10:16,Meter,55792,57287,1495,880,6.156,5.105355983,TRUE
57168,64090,2021-07-29T06:05:12,1497220013,01/07/2021 10:16,Meter,61434,63013,1579,1077,10.26,3.748955723,TRUE
57217,51733,2021-07-29T06:05:13,1228784094,01/07/2021 10:16,Meter,49602,50917,1315,816,9.45,3.083900227,TRUE
72176,72325,2021-07-29T06:05:13,423354319,01/07/2021 10:16,Meter,68964,71018,2054,1307,12.96,3.601741623,TRUE
78347,37402,2021-07-29T06:05:13,1228842633,01/07/2021 10:16,Meter,36012,36846,834,556,9.045,2.195372345,TRUE
57252,11496,2021-07-29T06:05:13,960348422,01/07/2021 10:16,Meter,11194,11380,186,116,2.025,2.045855379,TRUE
57227,55437,2021-07-29T06:05:14,423445462,01/07/2021 10:16,Meter,53288,54591,1303,846,8.244,3.665003119,TRUE
57257,22331,2021-07-29T06:05:14,960319029,01/07/2021 10:16,Meter,21406,21967,561,364,3.51,3.703703704,TRUE
81603,17434,2021-07-29T06:05:14,1765665565,01/07/2021 10:16,Meter,16479,17058,579,376,4.455,3.014269681,TRUE
57426,47382,2021-07-29T06:05:14,2034053319,01/07/2021 10:16,Meter,45353,46560,1207,822,7.952,3.691793619,TRUE
46232,63691,2021-07-29T06:05:15,1228676155,01/07/2021 10:16,Meter,61070,62695,1625,996,10.557,3.369463728,TRUE
57430,47936,2021-07-29T06:05:15,1765532926,01/07/2021 10:16,Meter,46172,47018,846,918,7.1415,4.590872266,TRUE
57444,60206,2021-07-29T06:05:15,691937697,01/07/2021 10:16,Meter,57971,59341,1370,865,9.45,3.269085412,TRUE
57453,64722,2021-07-29T06:05:15,1765531691,01/07/2021 10:16,Meter,62355,63801,1446,921,6.804,4.834341144,TRUE
58195,41882,2021-07-29T06:05:16,2033972550,01/07/2021 10:16,Meter,40339,41240,901,642,5.76,3.980654762,TRUE
58197,32554,2021-07-29T06:05:16,2034090863,01/07/2021 10:16,Meter,31136,31963,827,591,5.391,3.915255585,TRUE
58214,62446,2021-07-29T06:05:16,2034000955,01/07/2021 10:16,Meter,59723,61419,1696,1027,10.247,3.579444855,TRUE
58223,82594,2021-07-29T06:05:16,1765679397,01/07/2021 10:16,Meter,80082,81630,1548,964,12.15,2.833627278,TRUE
57477,22024,2021-07-29T06:05:17,423498567,01/07/2021 10:16,Meter,21442,21787,345,237,4.5,1.880952381,TRUE
57482,21120,2021-07-29T06:05:17,691937944,01/07/2021 10:16,Meter,20009,20672,663,448,4.5,3.555555556,TRUE
57485,30578,2021-07-29T06:05:17,423481771,01/07/2021 10:16,Meter,29387,30091,704,487,4.5,3.865079365,TRUE
57491,41562,2021-07-29T06:05:17,423491157,01/07/2021 10:16,Meter,39788,40876,1088,686,6.975,3.512544803,TRUE
57503,47164,2021-07-29T06:05:18,1765633208,01/07/2021 10:16,Meter,45591,46542,951,622,6.237,3.561694038,TRUE
57484,33262,2021-07-29T06:05:18,691937203,01/07/2021 10:16,Meter,32086,32810,724,452,5.4,2.989417989,TRUE
57529,48402,2021-07-29T06:05:18,1228665781,01/07/2021 10:16,Meter,46464,47653,1189,749,9.072,2.948633157,TRUE
57541,35179,2021-07-29T06:05:19,960277780,01/07/2021 10:16,Meter,33888,34651,763,528,4.5,4.19047619,TRUE
57429,43548,2021-07-29T06:05:19,2034115069,01/07/2021 10:16,Meter,41925,42904,979,644,6.3,3.650793651,TRUE
56578,66909,2021-07-29T06:05:19,2034114822,01/07/2021 10:16,Meter,64498,65936,1438,973,8.3835,4.145046818,TRUE
57452,61633,2021-07-29T06:05:19,1765618388,01/07/2021 10:16,Meter,58682,60401,1719,1232,9.45,4.656084656,TRUE
55586,78719,2021-07-29T06:05:20,1765632714,01/07/2021 10:16,Meter,75895,77579,1684,1140,11.5425,3.527336861,TRUE
25313,60389,2021-07-29T06:05:20,1228796444,01/07/2021 10:16,Meter,57967,59443,1476,946,8.829,3.82667508,TRUE
58984,60309,2021-07-29T06:05:20,1497178023,01/07/2021 10:16,Meter,57831,59312,1481,997,9,3.956349206,TRUE
59004,50791,2021-07-29T06:05:20,691909045,01/07/2021 10:16,Meter,49012,50101,1089,690,6.804,3.621819098,TRUE
57806,154513,2021-07-29T06:05:21,2034086417,01/07/2021 10:16,Meter,148277,152013,3736,2500,22.275,4.008337342,TRUE
57794,27558,2021-07-29T06:05:21,1228695174,01/07/2021 10:16,Meter,26102,26986,884,572,5.85,3.492063492,TRUE
80897,48820,2021-07-29T06:05:22,960553185,01/07/2021 10:16,Meter,46070,47698,1628,1122,9.936,4.032953761,TRUE
57221,91790,2021-07-29T06:05:22,155019670,01/07/2021 10:16,Meter,88615,90555,1940,1235,15.3036,2.882141644,TRUE
60950,56606,2021-07-29T06:05:22,1497191114,01/07/2021 10:16,Meter,53594,55400,1806,1206,12.42,3.467908903,TRUE
24928,57484,2021-07-29T06:05:22,691914726,01/07/2021 10:16,Meter,55290,56601,1311,883,8.24,3.827149792,TRUE
60048,41413,2021-07-29T06:05:23,423503754,01/07/2021 10:16,Meter,39872,40768,896,645,6.3,3.656462585,TRUE
60089,70054,2021-07-29T06:05:24,2034020962,01/07/2021 10:16,Meter,67695,69175,1480,879,9,3.488095238,TRUE
69961,68096,2021-07-29T06:05:24,960357808,01/07/2021 10:16,Meter,65385,67190,1805,906,12.11,2.671935826,TRUE
60138,54381,2021-07-29T06:05:24,2033967363,01/07/2021 10:16,Meter,52533,53653,1120,728,6.75,3.851851852,TRUE
60324,81948,2021-07-29T06:05:24,423365434,01/07/2021 10:16,Meter,79121,80830,1709,1118,11.489,3.47537396,TRUE
60344,69418,2021-07-29T06:05:25,1228714193,01/07/2021 10:16,Meter,66541,68274,1733,1144,11.34,3.602922651,TRUE
60538,83304,2021-07-29T06:05:25,423408659,01/07/2021 10:16,Meter,80931,82344,1413,960,11.4777,2.98715895,TRUE
57134,43208,2021-07-29T06:05:25,154939889,01/07/2021 10:16,Meter,41689,42601,912,607,5.4,4.014550265,TRUE
60159,80232,2021-07-29T06:05:25,1228665040,01/07/2021 10:16,Meter,77375,79085,1710,1147,10.8,3.792989418,TRUE
60544,47250,2021-07-29T06:05:26,2033971315,01/07/2021 10:16,Meter,45321,46419,1098,831,7.29,4.071134627,TRUE
12414,43592,2021-07-29T06:05:27,1228685294,01/07/2021 10:16,Meter,42332,43094,762,498,4.968,3.58005521,TRUE
26361,67443,2021-07-29T06:05:28,691951776,01/07/2021 10:16,Meter,64511,66261,1750,1182,10.584,3.988500162,TRUE
27461,67245,2021-07-29T06:05:28,154937913,01/07/2021 10:16,Meter,65107,66402,1295,843,8.82,3.41350826,TRUE
26492,21922,2021-07-29T06:05:28,1497116026,01/07/2021 10:16,Meter,21236,21650,414,272,2.822,3.442340792,TRUE
55784,32546,2021-07-29T06:05:28,1497096019,01/07/2021 10:16,Meter,31722,32225,503,321,5.4,2.123015873,TRUE
57793,41644,2021-07-29T06:05:29,423388899,01/07/2021 10:16,Meter,40482,41203,721,441,6.75,2.333333333,TRUE
60793,39545,2021-07-29T06:05:29,960231344,01/07/2021 10:16,Meter,38152,39009,857,536,6.552,2.921681493,TRUE
35620,43481,2021-07-29T06:05:29,423384947,01/07/2021 10:16,Meter,41806,42835,1029,646,7.56,3.051776266,TRUE
36368,19320,2021-07-29T06:05:29,423382477,01/07/2021 10:16,Meter,18681,19071,390,249,2.6487,3.357442195,TRUE
60945,101094,2021-07-29T06:05:30,1765587760,01/07/2021 10:16,Meter,97356,99276,1920,1818,13.365,4.858104858,TRUE
27350,43500,2021-07-29T06:05:30,423381983,01/07/2021 10:16,Meter,42178,42972,794,528,5.445,3.463203463,TRUE
61058,39459,2021-07-29T06:05:30,423411870,01/07/2021 10:16,Meter,37978,38840,862,619,5.4,4.093915344,TRUE
61061,56004,2021-07-29T06:05:30,960227145,01/07/2021 10:16,Meter,54281,55322,1041,682,8.325,2.925782926,TRUE
61064,57761,2021-07-29T06:05:31,1497176788,01/07/2021 10:16,Meter,55480,56886,1406,875,9.1233,3.425295672,TRUE
61069,41761,2021-07-29T06:05:31,423357283,01/07/2021 10:16,Meter,40004,41068,1064,693,6.3,3.928571429,TRUE
60090,87460,2021-07-29T06:05:31,2033988852,01/07/2021 10:16,Meter,84362,86180,1818,1280,11.4777,3.982878601,TRUE
61090,109183,2021-07-29T06:05:31,960360772,01/07/2021 10:17,Meter,105420,107688,2268,1495,14.742,3.621819098,TRUE
61148,58439,2021-07-29T06:05:32,2033980454,01/07/2021 10:17,Meter,56137,57489,1352,950,9.675,3.506829088,TRUE
61301,96178,2021-07-29T06:05:32,423479301,01/07/2021 10:17,Meter,92783,94792,2009,1386,12.915,3.832752613,TRUE
61325,77080,2021-07-29T06:05:32,691876441,01/07/2021 10:17,Meter,74285,75937,1652,1143,11.52,3.543526786,TRUE
61338,53114,2021-07-29T06:05:32,1228810029,01/07/2021 10:17,Meter,50346,52034,1688,1080,13.2435,2.912479977,TRUE
61369,83730,2021-07-29T06:05:33,1497098736,01/07/2021 10:17,Meter,80754,82526,1772,1204,9.3555,4.596226818,TRUE
61394,60311,2021-07-29T06:05:33,1765552439,01/07/2021 10:17,Meter,57754,59268,1514,1043,8.694,4.284564067,TRUE
61413,34849,2021-07-29T06:05:33,1765564789,01/07/2021 10:17,Meter,33498,34338,840,511,6.332,2.882185723,TRUE
76305,41719,2021-07-29T06:05:33,1765870328,01/07/2021 10:17,Meter,39222,40743,1521,976,9.72,3.586125808,TRUE
60543,37990,2021-07-29T06:05:34,691794190,01/07/2021 10:17,Meter,36405,37359,954,631,5.94,3.793891294,TRUE
46829,64349,2021-07-29T06:05:36,691809504,01/07/2021 10:17,Meter,61807,63335,1528,1014,10.8,3.353174603,TRUE
61432,65956,2021-07-29T06:05:36,423422738,01/07/2021 10:17,Meter,63415,64921,1506,1035,9.477,3.900420567,TRUE
61281,82839,2021-07-29T06:05:36,691846554,01/07/2021 10:17,Meter,78752,81223,2471,1616,15.892,3.631656539,TRUE
39099,26926,2021-07-29T06:05:36,1497129611,01/07/2021 10:17,Meter,26081,26591,510,335,3.465,3.45289631,TRUE
50554,86476,2021-07-29T06:05:37,1228694680,01/07/2021 10:17,Meter,83229,85139,1910,1337,12.564,3.800541229,TRUE
61054,94741,2021-07-29T06:05:37,155000651,01/07/2021 10:17,Meter,90821,93216,2395,1525,14.1264,3.855496497,TRUE
61488,109340,2021-07-29T06:05:37,154951498,01/07/2021 10:17,Meter,105197,107033,1836,2307,17.0694,4.82693341,TRUE
49761,60012,2021-07-29T06:05:38,2034021950,01/07/2021 10:17,Meter,58009,59206,1197,806,9.576,3.006026972,TRUE
55541,46235,2021-07-29T06:05:38,155041900,01/07/2021 10:17,Meter,44412,45529,1117,706,6.804,3.705803309,TRUE
61373,16479,2021-07-29T06:05:38,691803329,01/07/2021 10:17,Meter,15860,16233,373,246,2.309,3.804986698,TRUE
62213,31776,2021-07-29T06:05:39,691901635,01/07/2021 10:17,Meter,30262,31161,899,615,5.886,3.73161497,TRUE
62293,19889,2021-07-29T06:05:39,1497177529,01/07/2021 10:17,Meter,18948,19522,574,367,4.68,2.800671551,TRUE
62298,66339,2021-07-29T06:05:39,1228784588,01/07/2021 10:17,Meter,63870,65363,1493,976,9.09,3.834669181,TRUE
62300,50521,2021-07-29T06:05:39,2034058259,01/07/2021 10:17,Meter,48991,49931,940,590,7.65,2.754435107,TRUE
62439,39905,2021-07-29T06:05:40,1228772485,01/07/2021 10:17,Meter,38117,39187,1070,718,6.516,3.935367886,TRUE
62464,48353,2021-07-29T06:05:40,960338295,01/07/2021 10:17,Meter,45881,47381,1500,972,9.72,3.571428571,TRUE
62516,50051,2021-07-29T06:05:40,960351633,01/07/2021 10:17,Meter,49091,49702,611,349,7.875,1.58276644,TRUE
62511,37894,2021-07-29T06:05:40,1497097748,01/07/2021 10:17,Meter,37159,37583,424,311,5.4,2.056878307,TRUE
62509,34433,2021-07-29T06:05:41,691922877,01/07/2021 10:17,Meter,33137,33892,755,541,4.725,4.089191232,TRUE
62521,22565,2021-07-29T06:05:41,1765588748,01/07/2021 10:17,Meter,21558,22167,609,398,3.78,3.760393046,TRUE
62530,75776,2021-07-29T06:05:41,154976692,01/07/2021 10:17,Meter,72524,74510,1986,1266,12.663,3.570582462,TRUE
62567,67122,2021-07-29T06:05:41,1228719380,01/07/2021 10:17,Meter,64338,66051,1713,1071,13.041,2.933057281,TRUE
62569,43278,2021-07-29T06:05:42,154925316,01/07/2021 10:17,Meter,41830,42715,885,563,7.2,2.79265873,TRUE
62583,26493,2021-07-29T06:05:42,2034022197,01/07/2021 10:17,Meter,25344,26035,691,458,4.698,3.481724746,TRUE
62589,39698,2021-07-29T06:05:42,691797154,01/07/2021 10:17,Meter,38018,39030,1012,668,5.85,4.078144078,TRUE
62725,42483,2021-07-29T06:05:42,2034079501,01/07/2021 10:17,Meter,41033,41907,874,576,5.589,3.680699333,TRUE
62798,82835,2021-07-29T06:05:43,1765589489,01/07/2021 10:17,Meter,79665,81618,1953,1217,11.34,3.832829428,TRUE
62877,41473,2021-07-29T06:05:43,155041653,01/07/2021 10:17,Meter,39565,40730,1165,743,8.55,3.103592314,TRUE
62886,85863,2021-07-29T06:05:43,960278521,01/07/2021 10:17,Meter,82224,84352,2128,1511,10.8,4.996693122,TRUE
62904,55712,2021-07-29T06:05:43,1228753219,01/07/2021 10:17,Meter,53368,54774,1406,938,10.773,3.109625917,TRUE
62912,70846,2021-07-29T06:05:44,960280991,01/07/2021 10:17,Meter,67533,69578,2045,1268,15.66,2.891808064,TRUE
62946,39919,2021-07-29T06:05:44,691794931,01/07/2021 10:17,Meter,38206,39249,1043,670,5.9535,4.019244382,TRUE
62969,54797,2021-07-29T06:05:44,1228712217,01/07/2021 10:17,Meter,52652,53975,1323,822,8.91,3.294853295,TRUE
55736,42385,2021-07-29T06:05:44,423569703,01/07/2021 10:17,Meter,40596,41699,1103,686,8.1,3.024691358,TRUE
63013,56059,2021-07-29T06:05:45,1765626539,01/07/2021 10:17,Meter,54016,54989,973,1070,8.505,4.493155287,TRUE
63021,40211,2021-07-29T06:05:45,1497153076,01/07/2021 10:17,Meter,38872,39673,801,538,5.103,3.765292125,TRUE
88096,44336,2021-07-29T06:05:45,155139959,01/07/2021 10:17,Meter,41790,43358,1568,978,7.128,4.9001924,TRUE
63043,28626,2021-07-29T06:05:45,423502519,01/07/2021 10:17,Meter,27502,28193,691,433,4.725,3.272864701,TRUE
63044,44792,2021-07-29T06:05:46,691795425,01/07/2021 10:17,Meter,42890,44029,1139,763,7.182,3.794207742,TRUE
63057,40267,2021-07-29T06:05:46,1497209886,01/07/2021 10:17,Meter,38383,39508,1125,759,8.37,3.238607271,TRUE
63062,31391,2021-07-29T06:05:46,155068329,01/07/2021 10:17,Meter,30185,30912,727,479,4.617,3.705250781,TRUE
63066,56537,2021-07-29T06:05:46,423486958,01/07/2021 10:17,Meter,54805,55896,1091,641,10.35,2.211870255,TRUE
63086,41422,2021-07-29T06:05:47,691913244,01/07/2021 10:17,Meter,40103,40904,801,518,6.57,2.815829528,TRUE
63090,77455,2021-07-29T06:05:47,1497207910,01/07/2021 10:17,Meter,74213,76193,1980,1262,11.4777,3.92686937,TRUE
63127,55562,2021-07-29T06:05:47,2034051837,01/07/2021 10:17,Meter,53577,54751,1174,811,7.6545,3.783955283,TRUE
63242,17319,2021-07-29T06:05:47,2034024173,01/07/2021 10:17,Meter,16482,16989,507,330,3.402,3.464348702,TRUE
63244,78578,2021-07-29T06:05:48,1765658896,01/07/2021 10:17,Meter,76246,77598,1352,980,13.05,2.681992337,TRUE
63136,60036,2021-07-29T06:05:48,2033994286,01/07/2021 10:17,Meter,57999,59225,1226,811,9.3555,3.095963413,TRUE
40102,71366,2021-07-29T06:05:48,1765665318,01/07/2021 10:17,Meter,68932,70406,1474,960,9.9,3.463203463,TRUE
73953,39486,2021-07-29T06:05:49,692124182,01/07/2021 10:17,Meter,37755,38802,1047,684,7.02,3.47985348,TRUE
63614,53322,2021-07-29T06:05:49,1497232610,01/07/2021 10:17,Meter,51384,52579,1195,743,10.8,2.457010582,TRUE
63631,49255,2021-07-29T06:05:49,960338542,01/07/2021 10:17,Meter,47009,48354,1345,901,8.64,3.724371693,TRUE
63639,36562,2021-07-29T06:05:49,155046099,01/07/2021 10:17,Meter,34955,35924,969,638,6.3,3.616780045,TRUE
63676,31524,2021-07-29T06:05:50,691868537,01/07/2021 10:17,Meter,30372,31069,697,455,4.32,3.761574074,TRUE
63721,61597,2021-07-29T06:05:50,155003615,01/07/2021 10:17,Meter,58732,60479,1747,1118,12.096,3.300973167,TRUE
63722,64096,2021-07-29T06:05:50,1497215073,01/07/2021 10:17,Meter,61366,62966,1600,1130,10.517,3.837324604,TRUE
63733,36014,2021-07-29T06:05:50,155037207,01/07/2021 10:17,Meter,34562,35426,864,588,6.21,3.381642512,TRUE
63757,64005,2021-07-29T06:05:51,1765612954,01/07/2021 10:17,Meter,61208,62906,1698,1099,10.206,3.845776994,TRUE
63762,33075,2021-07-29T06:05:51,1765677174,01/07/2021 10:17,Meter,31695,32528,833,547,5.67,3.445452255,TRUE
63776,62793,2021-07-29T06:05:52,1228787799,01/07/2021 10:17,Meter,60204,61629,1425,1164,11.25,3.695238095,TRUE
63780,38338,2021-07-29T06:05:53,1228797432,01/07/2021 10:17,Meter,36720,37694,974,644,6.048,3.802910053,TRUE
63783,68943,2021-07-29T06:05:53,691916949,01/07/2021 10:17,Meter,66337,67920,1583,1023,9.712,3.761914568,TRUE
63784,38823,2021-07-29T06:05:53,2034100249,01/07/2021 10:17,Meter,37173,38175,1002,648,6.75,3.428571429,TRUE
63803,76174,2021-07-29T06:05:53,423518821,01/07/2021 10:17,Meter,72552,74699,2147,1475,12.6,4.180839002,TRUE
63818,39696,2021-07-29T06:05:54,960352621,01/07/2021 10:17,Meter,38698,39313,615,383,7.425,1.842231842,TRUE
63832,37404,2021-07-29T06:05:54,423482265,01/07/2021 10:17,Meter,36122,36798,676,606,5.85,3.6996337,TRUE
63766,46420,2021-07-29T06:05:54,1228740375,01/07/2021 10:17,Meter,44167,45535,1368,885,9.072,3.484032502,TRUE
63778,63036,2021-07-29T06:05:54,2034092592,01/07/2021 10:17,Meter,60237,61925,1688,1111,11.6235,3.413650917,TRUE
63794,121333,2021-07-29T06:05:55,2034045909,01/07/2021 10:17,Meter,116396,119324,2928,2009,22.113,3.244697689,TRUE
63805,35745,2021-07-29T06:05:55,2034092839,01/07/2021 10:17,Meter,33960,35053,1093,692,7.938,3.113414678,TRUE
63815,22331,2021-07-29T06:05:55,1497241008,01/07/2021 10:17,Meter,21406,21965,559,366,4.104,3.185045948,TRUE
63684,36487,2021-07-29T06:05:55,155037948,01/07/2021 10:17,Meter,35241,35999,758,488,6.048,2.881708239,TRUE
62810,67328,2021-07-29T06:05:56,960276298,01/07/2021 10:17,Meter,64292,66098,1806,1230,11.232,3.911019536,TRUE
62826,37473,2021-07-29T06:05:56,423440769,01/07/2021 10:17,Meter,35771,36781,1010,692,6.552,3.772021629,TRUE
81647,83362,2021-07-29T06:05:56,423678136,01/07/2021 10:17,Meter,78784,81668,2884,1694,15.552,3.890174897,TRUE
63773,51094,2021-07-29T06:05:56,154918894,01/07/2021 10:17,Meter,48579,50090,1511,1004,10.5165,3.409608031,TRUE
62785,52344,2021-07-29T06:05:57,1228717651,01/07/2021 10:17,Meter,50565,51636,1071,708,6.804,3.716301335,TRUE
62791,39320,2021-07-29T06:05:57,154924081,01/07/2021 10:17,Meter,38066,38660,594,660,8.208,2.87176274,TRUE
63765,43670,2021-07-29T06:05:57,691843837,01/07/2021 10:17,Meter,41454,42799,1345,871,9.3555,3.325011262,TRUE
63769,48904,2021-07-29T06:05:58,2034047638,01/07/2021 10:17,Meter,46529,47975,1446,929,9.072,3.657249937,TRUE
62928,16764,2021-07-29T06:05:58,2034048873,01/07/2021 10:17,Meter,15996,16460,464,304,2.97,3.655603656,TRUE
63804,51212,2021-07-29T06:05:58,1765538113,01/07/2021 10:17,Meter,48609,49932,1323,1280,11.592,3.943606428,TRUE
14970,41727,2021-07-29T06:05:58,691917690,01/07/2021 10:17,Meter,40535,41173,638,554,4.523,4.37446701,TRUE
63918,45931,2021-07-29T06:05:59,423435088,01/07/2021 10:17,Meter,43384,44950,1566,981,10.773,3.252178064,TRUE
86318,21378,2021-07-29T06:05:59,692139249,01/07/2021 10:17,Meter,19781,20755,974,623,5.508,4.039578794,TRUE
64011,42022,2021-07-29T06:05:59,423466210,01/07/2021 10:17,Meter,40303,41329,1026,693,6.21,3.985507246,TRUE
67253,52544,2021-07-29T06:05:59,423473373,01/07/2021 10:17,Meter,50200,51608,1408,936,9.4176,3.549584972,TRUE
67257,58294,2021-07-29T06:06:00,1497237550,01/07/2021 10:18,Meter,55954,57388,1434,906,9.18,3.524743231,TRUE
64189,36443,2021-07-29T06:06:00,423470656,01/07/2021 10:18,Meter,35042,35881,839,562,5.103,3.933260547,TRUE
64191,29569,2021-07-29T06:06:00,1228762852,01/07/2021 10:18,Meter,28264,29043,779,526,4.617,4.06881401,TRUE
64202,67171,2021-07-29T06:06:00,155032020,01/07/2021 10:18,Meter,63975,65876,1901,1295,10.8,4.282407407,TRUE
64205,33673,2021-07-29T06:06:01,155065365,01/07/2021 10:18,Meter,32511,33171,660,502,5.643,3.177134756,TRUE
64210,43525,2021-07-29T06:06:01,960341012,01/07/2021 10:18,Meter,41655,42758,1103,767,6.804,4.025993113,TRUE
64211,44007,2021-07-29T06:06:01,691953258,01/07/2021 10:18,Meter,42070,43256,1186,751,7.65,3.506069094,TRUE
64217,36679,2021-07-29T06:06:01,1497212603,01/07/2021 10:18,Meter,34772,35933,1161,746,10.26,2.596769702,TRUE
64218,26961,2021-07-29T06:06:02,423481030,01/07/2021 10:18,Meter,25629,26437,808,524,5.175,3.616287095,TRUE
64220,18096,2021-07-29T06:06:02,2034094321,01/07/2021 10:18,Meter,17667,17942,275,154,3.375,1.62962963,TRUE
64225,28959,2021-07-29T06:06:02,1765668035,01/07/2021 10:18,Meter,28173,28653,480,306,5.85,1.868131868,TRUE
64227,37162,2021-07-29T06:06:03,1228716416,01/07/2021 10:18,Meter,35650,36575,925,587,6.237,3.361277171,TRUE
64231,30216,2021-07-29T06:06:03,691908057,01/07/2021 10:18,Meter,28749,29613,864,603,5.4,3.988095238,TRUE
64235,39217,2021-07-29T06:06:03,1228782859,01/07/2021 10:18,Meter,37796,38655,859,562,5.67,3.539934492,TRUE
64237,38137,2021-07-29T06:06:03,2034021209,01/07/2021 10:18,Meter,36391,37461,1070,676,7.088,3.406159303,TRUE
64241,44758,2021-07-29T06:06:04,960359043,01/07/2021 10:18,Meter,42730,43964,1234,794,8.505,3.334173175,TRUE
